title,label,label_score
Pelawak Nurul Qomar Daftar Cawalkot Depok Lewat PDIP,non-clickbait,0
Pelaku Pemerkosaan di Bondowoso Tertangkap Setelah 7 Bulan Buron,non-clickbait,0
"Bukan di China, Ini Long March Massa Aksi Melintasi Pertokoan Magelang",clickbait,1
Polisi Periksa 8 Pelajar Tekait Perusakan Mobil Polisi di Bogor,non-clickbait,0
F-PKS DPR Bersyukur Pengesahan RUU P-KS Ditunda,non-clickbait,0
"Bubarkan Diri, Massa Tinggalkan Keranda KPK di DPRD Kudus",non-clickbait,0
"Mau Nyagub, Faldo Maldini Bersama PSI Gugat UU Pilkada ke MK",non-clickbait,0
"Kabut Asap Kian Pekat, Gubernur Minta Puskesmas di Sumut Siaga 24 Jam",non-clickbait,0
Polisi Amankan Pelajar Bawa Batu dalam Tas saat Demo di DPRD Sulsel,non-clickbait,0
"Demo Pro-Pimpinan Baru di KPK Memanas, Massa Bakar Ban di Depan Polisi",non-clickbait,0
"Resmi Jadi Kader PDIP, Gibran Akan Ambil Formulir Bakal Cawalkot Solo",non-clickbait,0
Hilangnya Independensi PB PMII,non-clickbait,0
Menkum HAM: RUU Pertanahan dan RUU Pemasyarakatan Belum Rampung,non-clickbait,0
"Pasar Kosambi akan Jadi Mal Pelayanan Publik, Tunggu Izin Kemenpan RB",non-clickbait,0
"Buwas Bongkar Oknum BPNT Sunat Anggaran, Komisi VIII Bakal Panggil Mensos",non-clickbait,0
Jokowi Minta Aparat di Papua Tahan Diri karena Perusuh Manfaatkan Sidang PBB,non-clickbait,0
Curhat Pilu Warga yang Tinggal Dekat Gunung Sampah di Cilebut Bogor,non-clickbait,0
"Wamena Chaos, Moeldoko Duga Ada Provokasi agar RI Dibawa ke Sidang PBB",non-clickbait,0
KPK Minta Rommy Buktikan Tudingan soal Hilangkan Peran Khofifah-Kiai Asep,non-clickbait,0
"Tiga Bulan, 400 Tangki Air Dikirim ke Warga Lamongan Atasi Kekeringan",non-clickbait,0
"Massa Demo Penuhi Jalan Gatot Subroto Depan DPR, Lalin Ditutup",non-clickbait,0
Pemadaman Kebakaran di Jalur Pendakian Gunung Semeru Terkendala Medan,non-clickbait,0
"BPNB: Karhutla Total 328 Ribu Ha, Sebagian Sulit Padam karena Gambut",non-clickbait,0
Massa Pendemo di DPRD Sulsel Kembali Ricuh,non-clickbait,0
"Viral Cuitan 'Sekolah yang Pinter Biar Gajadi Polisi', Ridwan Kamil: Hoax!",clickbait,1
"Pelajar Ikut Demo, Yohana: Aparat Harus Lihat Mana Anak dan Dewasa",non-clickbait,0
Polri: 99 Orang Jadi Tersangka Demo Rusuh,non-clickbait,0
"Jokowi Bertemu Pimpinan Ormas Keagamaan, Demo Mahasiswa Ikut Dibahas",non-clickbait,0
Komisi II Bersama KPU-Bawaslu Kembali Rapat Evaluasi Pemilu 2019,non-clickbait,0
Sejumlah Siswa SMK di Surabaya Rela Jalan 6 Km untuk Demo di DPRD Jatim,non-clickbait,0
Polisi soal DPO Teroris Tunggangi Demo di Sumut: Dia Provokasi Massa,non-clickbait,0
"Diselimuti Asap, 228 Titik Panas Muncul di Kalbar Hari Ini",non-clickbait,0
"Spanduknya Bertebaran di Solo, Gibran: Bukan dari Saya",non-clickbait,0
Polisi Sebut Bom TATP Milik Terduga Teroris di Jakut Berdaya Ledak Tinggi,non-clickbait,0
Walhi: RUU Pertanahan Bisa Persulit Penegakan Hukum soal Karhutla,non-clickbait,0
"Jokowi Beda Sikap soal RUU KPK dan RKUHP, Moeldoko Ungkit Kasus RJ Lino",non-clickbait,0
"Seorang Wanita Tewas Terlindas Truk di Bekasi, Sopir Dicari Polisi",non-clickbait,0
"Kawat Berduri Diinjak, Massa Pro-Pimpinan Baru Paksa Masuk KPK",non-clickbait,0
850 Personel Polisi Siap Amankan ITdBI 2019,non-clickbait,0
"Banda Aceh Diselimuti Kabut Asap, 5.000 Masker Dibagikan ke Warga",non-clickbait,0
Mahasiswa di Makassar Pakai Duit Hasil Gadai 77 Mobil Rental Buat Judi Online,non-clickbait,0
Massa Mahasiswa Turun ke Jalan Geruduk DPRD Banyumas Tolak UU KPK-RKUHP,non-clickbait,0
Kemendagri Tolak Usulan Tenaga Ahli untuk Setiap Anggota DPRD DKI,non-clickbait,0
Jalur Pendakian Gunung Arjuno Kembali Ditutup karena Rawan Kebakaran,non-clickbait,0
"Jokowi Bertemu Romo Magnis-Mahfud Md, Bahas Karhutla-UU KPK Baru",non-clickbait,0
"11 Orang Tewas Akibat Banjir Bandang di India, 28.000 Orang Dievakuasi",non-clickbait,0
12 Tersangka Demo Ricuh di Depan DPR Masih Anak-anak,non-clickbait,0
"Sweeping Pelajar SMK yang Ikut Demo, Polisi Temukan Celurit dan Pisau",non-clickbait,0
Aksi #SurabayaMenggugat Diwarnai Pelemparan Benda Diduga Bom Molotov,non-clickbait,0
Diskon! Naik Trans Semarang di 2 Halte Ini Bisa Bayar Rp 10 Aja,clickbait,1
Bocoran Laporan KNKT: Jatuhnya Lion Air 737 Max karena Salah Konstruksi,non-clickbait,0
"Gugat UU Pilkada, Faldo Maldini: Usia Saya Kurang Sehari Maju Cagub",non-clickbait,0
"2 Kubu Pendemo di DPR Berhadap-hadapan, Saling Balas Omongan",non-clickbait,0
"Usai Bertemu Jokowi, Ketua DPR Optimistis RUU KUHP Disahkan",non-clickbait,0
Kebakaran di Konservasi Gunung Arjuno-Welirang karena Aktivitas Ilegal,non-clickbait,0
FX Rudy: Peluang Gibran Cawalkot Solo Lewat PDIP Sudah Tertutup,non-clickbait,0
PGN Gelar Kompetisi Jurnalistik Berhadiah Total Rp 350 Juta,non-clickbait,0
"Asap di Perbatasan Aceh-Sumut Pekat, Jarak Pandang 100 Meter",non-clickbait,0
Mahasiswa Merasa Dikhianati DPR karena Tak Dilibatkan dalam RUU KUHP,non-clickbait,0
Gibran Rakabuming Angkat Bicara Soal Spanduknya yang Dicopoti Satpol PP,non-clickbait,0
Warga yang Terkena ISPA Akibat Karhutla Capai 919 Ribu Orang,non-clickbait,0
Ratusan Mahasiswa di Malang Tuntut Pencabutan RKUHP,non-clickbait,0
"Rusuh di Jayapura: 1 Prajurit TNI Gugur, 6 Anggota Brimob Terluka",non-clickbait,0
Simpang Tiga Gejayan Masih Jadi Panggung Orasi Demo Mahasiswa,non-clickbait,0
Lewat Seni Anak-Anak akan Tampil Percaya Diri Hingga Dewasa,non-clickbait,0
"5 Manfaat Pilates untuk Ibu Hamil, Apa Saja?",clickbait,1
"Selalu Ingin Tahu, 5 Zodiak Ini Tidak Bisa Menghargai Privasi Orang Lain",clickbait,1
"Move On, Ini 5 Tanda Mantan Tak Akan Mengajakmu Balikan",clickbait,1
"Minum Secangkir Tiap Hari, Cokelat Panas Bisa Mencegah Diabetes",non-clickbait,0
Apakah Ada Manfaat Minum Air Mineral? Ini Faktanya,clickbait,1
"Tetap Tidur Lelap, Begini Cara Minum Kopi Tanpa Harus Melek Semalaman",clickbait,1
"Mudah Bimbang, 5 Zodiak Ini Sering Dipengaruhi Orang Lain",clickbait,1
"Suka Kepo, 4 Zodiak Ini Paling Sering Mengganggu Privasi Temannya!",clickbait,1
Resep Sederhana Tumis Udang Bumbu Bawang Putih,non-clickbait,0
Minum Cokelat Panas Bantu Cegah Kerusakan Sel Otak Karena Stroke,non-clickbait,0
Rasa Ingin Memiliki Belum Tentu Artinya Sama dengan Cinta Sejati,non-clickbait,0
"6 Zodiak yang Diprediksi Paling Jahat, Mengapa?",clickbait,1
"Menu Hari Ini: Fuyunghai Mie Instan, Tumis Tauge dan Rolade Sayur",non-clickbait,0
Edukasi Pemenuhan Gizi yang Tepat untuk Segala Kalangan,non-clickbait,0
Resep Tumis Bayam Saus Tiram Sedap,non-clickbait,0
Resep Gateau Chocolate tanpa Tepung,non-clickbait,0
"Kepribadian Ungkap Cara Menghabiskan Uang, Begini Jika Kamu Ekstrovert",clickbait,1
Kim Kardashian dan Kanye West Kencan di Malibu,non-clickbait,0
"4 Foto Terbaru Yeonwoo Momoland setelah Vakum, Wajah Berubah?",clickbait,1
Caesar Hito Siap Naik Pelaminan Tahun Depan,non-clickbait,0
Film Green Religion tak Kalah Kompleks dengan Pemaparan Leonardo DiCaprio,non-clickbait,0
"Dikritik Soal Foto Bikini, Ini Tanggapan Shandy Aulia",clickbait,1
Ini Pengakuan Kim Kardashian Mengenai Psalm West,clickbait,1
"Bukan Teknis, Ini Tantangan Berat Ari Lasso Tur di 3 Kota",clickbait,1
"Jangan Sampai Terlewatkan, Penggunaan Toner pada Rutinitas Perawatan Kulitmu",clickbait,1
8 Kebiasaan yang Bikin Kamu Lebih Awet Muda,clickbait,1
Resep Sayap Ayam Empuk Bumbu Kuning,non-clickbait,0
Resep Buntil Daun Pepaya Gurih Sedap,non-clickbait,0
"Menu Hari Ini: Nasi Goreng Mangga, Tumis Pakcoy dan Lontong Mie",non-clickbait,0
5 Zodiak yang Sering Melanggar Privasi Seseorang,clickbait,1
"Ekspedisi Segaris, Perjalanan 90 Hari Keliling Indonesia Lewat Serial Web",non-clickbait,0
"Kisruh PB Djarum vs KPAI, Tolak Belakang Industri Rokok dan Olahraga",non-clickbait,0
"Susu Bubuk dan Susu Cair Sama Baiknya, Ini Kata Ahli",clickbait,1
4 Tanda Pasangan Siap Berkomitmen dalam Hubungan,clickbait,1
Resep Cah Baby Kailan dengan Bumbu Bawang Putih,non-clickbait,0
"Tidak Suka Berbohong, 5 Zodiak Ini Dikenal Paling Jujur",clickbait,1
Sering Stres Karena Masalah Uang? Simak Tips Mengatur Keuangan Ini,clickbait,1
4 Zodiak yang Kesulitan Berterima Kasih ke Orang Lain,clickbait,1
5 Zodiak Paling Anarkis dan Selalu Membangkang Terhadap Otoritas untuk Bisa Hidup Bebas,clickbait,1
"Jika Jalanmu Cepat, Seperti Ini Tipe Kepribadianmu",clickbait,1
"Kulit Ubi Jalan Kaya Nutrisi, Ini Cara Makan Ubi Jalar Bersama Kulitnya",clickbait,1
Masa Berkabung Nasional 3 Hari Sejak BJ Habibie Meninggal Dunia,non-clickbait,0
"Kerap Ditanya Kapan Nikah, Begini Jawaban Chand Kelvin",clickbait,1
Rich Brian dan NIKI Siap Tampil di Hadapan Publik Indonesia,non-clickbait,0
"Ciptakan Euforia, Ini 5 Fakta Kedatangan NCT Dream ke Indonesia",clickbait,1
"Jajal Dunia Akting, Ini yang Membuat Sivia Azizah Tertarik Main di Film NKCTHI",clickbait,1
"Bikin Heboh, Rossa Diapit 6 Anak Muda NCT Dream",clickbait,1
"Hari Radio Nasional, Ini 8 Selebriti Indonesia yang Merupakan Penyiar Radio",clickbait,1
"Film Lorong, Rekor Terberat Prisia Nasution Jalani Syuting Lebih 24 Jam",non-clickbait,0
Begini Arti Nama Anak Kedua Sandra Dewi,clickbait,1
Ingat Kemal Mochtar? Ini Kisahnya Turunkan Bobot Tubuh dari 120 kg jadi 60 kg,clickbait,1
"Jalan Kaki hingga Yoga, Ini 5 Olahraga Terbaik untuk Ibu Hamil",clickbait,1
4 Fakta Tentang Autisme yang Wajib Diketahui,clickbait,1
19 Hadiah untuk Calon atau Ibu Mertua yang Sulit Ditaklukkan,clickbait,1
Resep Praktis Udang Goreng Bumbu Bawang,non-clickbait,0
"Menu Hari Ini: Tumis Bayam Saus Tiram, Buntil Daun Pepaya dan Sayap Ayam Empuk",non-clickbait,0
Resep Tum Ayam Khas Bali,non-clickbait,0
Irresistible Bazaar Gelar 2 event Selama Bulan September,non-clickbait,0
Mengapa Kurang Tidur Bisa Bikin Gemuk? Ini Alasan Ilmiahnya,clickbait,1
4 Zodiak Ini Rutin Introspeksi Diri dan Bercermin dalam Menjalani Kehidupan,clickbait,1
4 Zodiak Ini Akan Alami Masa Terbaik di Bulan Agustus-September 2019,clickbait,1
Resep Salad Kentang Mayo,non-clickbait,0
"Jangan Dibuang, Ini Manfaat Kupasan Kulit Kentang untuk Kulit",clickbait,1
"Punya Nutrisi Tinggi, Ini Cara Mengolah Kulit Kentang agar Bisa Dimakan",clickbait,1
"Diabetes hingga Kanker, Ini Manfaat Kulit Pisang untuk Kesehatan",clickbait,1
"Bisa Dimakan, Ini Manfaat Kulit Putih pada Semangka!",clickbait,1
"Secara Ilmiah, Ini Alasan Orang Putus Cinta Balikan Lagi dengan Mantannya",clickbait,1
"Menurut Studi, Ini Waktu Paling Tapat untuk Berhubungan Intim",clickbait,1
"Sesal Shireen Sungkar atas Meninggalnya BJ Habibie, Kenapa?",clickbait,1
"BJ Habibie Meninggal, Begini Sedihnya Reza Rahadian",clickbait,1
"Dikira Jadi Pria Feminin di Film Bebas, Begini Tanggapan Baskara Mahendra",clickbait,1
Begini Rencana Pemakaman BJ Habibie di TMP Kalibata,clickbait,1
"Raditya Dika dan Anak Terserang Autoimun, Simak Gejala yang Terjadi",clickbait,1
"Dihina Donald Trump, Chrissy Teigen Dapat Dukungan",non-clickbait,0
Ryan Reynolds dan Blake Lively Berdonasi Mendukung Hak Anak Imigran,non-clickbait,0
5 Hal Penting yang Harus Diingat Pemilik Kulit Sensitif,clickbait,1
"Jangan Panik, Ini Tips Mengatasi Anak Rewel Akibat Demam Tinggi",clickbait,1
"Hati-Hati Gadget dapat Membuat Mata Kering, Ketahui Alasannya",clickbait,1
10 Fakta Tentang Cinta yang Penting Diketahui,clickbait,1
"Menu Hari Ini: Salad Kentang Mayo, Tum Ayam dan Fetucini Gulai Pedas",non-clickbait,0
"Putus Cinta Bukan Masalah, 3 Zodiak Ini Cepat Move On",clickbait,1
Ini Pentingnya Air Mineral untuk Kesehatan,clickbait,1
"Jangan Dibuang, Ini Manfaat Sehat Kulit Bawang Bombay!",clickbait,1
"Makanan Pedas Bisa Meningkatkan Nafsu Makan, Benarkah?",clickbait,1
5 Zodiak Ini Dikenal Tak Mau Mengalah Karena Merasa Paling Benar,clickbait,1
Apakah Air Putih Punya Kalori? Ini Faktanya,clickbait,1
"Kunyit hingga Buah Bit, Ini Pewarna Alami untuk Makanan",clickbait,1
"Mengurangi Makan Nasi, 5 Alternatif Pengganti Nasi Ini Sangat Bergizi!",clickbait,1
"Tak Perlu Memaksa, Ini 6 Cara Agar Pria Mau Berkomitmen Padamu",clickbait,1
"FIMELA FEST 2019: Self Love, Ini Alasan Mencintai Diri Sendiri Itu Penting",clickbait,1
"Suka Menggantungkan Tas di Lengan, Seperti Ini Kepribadianmu!",clickbait,1
"Bisa Diandalkan, 4 Zodiak Ini Akan Jadi Sahabat yang Paling Kamu Butuhkan",clickbait,1
"Yeonjun TXT Ulang Tahun, Ini Fakta yang Perlu Kamu Tahu Tentangnya",clickbait,1
"Sudah Terpilih, Ini Dia Member yang Jadi Leader SuperM",clickbait,1
"Dikabarkan Jadi Siti Gahara di Jagat Sinema Bumilangit, Ini Kata Cinta Laura",clickbait,1
"Baru Tayang, Ini Sinopsis Warkop DKI Reborn",clickbait,1
Tips Ampuh Hilangkan Noda Hitam pada Kulit Wajah,clickbait,1
Ingin Rambut Terlihat Prima Saat Bangun Tidur? Ini rahasianya,clickbait,1
Alasan Anak Sebaiknya Tidak Konsumsi Jus Buah Berlebihan,clickbait,1
Facebook Cafe Jakarta Dibuka dengan Layanan Khusus Proteksi Privasi,non-clickbait,0
"Penuh Motivasi, 4 Zodiak Ini Selalu Memastikan Mimpinya Terwujud!",clickbait,1
Suka Bersikap Seperti Ini Ternyata Membuatmu Menyebalkan!,clickbait,1
Suka Mendominasi Percakapan? Seperti Ini Dirimu di Mata Orang Lain,clickbait,1
Rambut Gampang Lepek? 3 Hal Ini Mungkin Penyebabnya,clickbait,1
"Liburan, Alasan Kenapa Rating Sangat Penting Saat Memilih Hotel",clickbait,1
"Suka Membawa Tas di Tangan, Begini Kepribadianmu!",clickbait,1
"Tidak Takut Gagal, 4 Zodiak Ini Suka Ambil Risiko Besar",clickbait,1
"7 Cara Mengetahui Anak Kesepian, Perhatikan Tandanya!",clickbait,1
Resep Sambal Kemangi yang Menggugah Selera,non-clickbait,0
Resep Ceker Ayam Dim Sum,non-clickbait,0
3 Menu Sarapan Ini Ternyata Buruk Bagi Kesehatan,clickbait,1
Resep Sambal Kecap Pedas Sederhana,non-clickbait,0
4 Zodiak Ini Tidak Suka Berada di Alam Terbuka,clickbait,1
"Zodiak Mingguan 16-22 September, 3 Zodiak Ini Akan Alami Karir Terbaik",clickbait,1
"Hati-Hati, 4 Pasangan Zodiak Ini Sering Alami Pertengkaran dan Perselisihan",clickbait,1
"Zodiak Mingguan 16-22 September, 3 Zodiak Ini Akan Alami Karir Terburuk",clickbait,1
"Zodiak Mingguan 16-22 September, 3 Zodiak Ini Akan Alami Cinta Terbaik",clickbait,1
"Zodiak Mingguan 16-22 September, 3 Zodiak Ini Akan Alami Cinta Terburuk",clickbait,1
4 Fakta Menarik iKON yang Jarang Diketahui Orang,clickbait,1
"Anaknya Trauma ke Dokter Gigi, Begini Cara Zaskia Adya Mecca Menyiasatinya",clickbait,1
"Agar Selalu Terlihat Rapi, Hindari 5 Penyebab Rambut Kusut",clickbait,1
"Bukan Ketombe, Ikuti Tips Menghilangkan Rasa Gatal di Kulit Kepala",clickbait,1
"Tanda Kepribadian Ambisius, Jika Kamu Punya Koleksi Benda Ini!",clickbait,1
Berkencan di Usia 30? Ini Tips Penting yang Harus Dipahami,clickbait,1
"Jangan Tersinggung, 4 Zodiak Ini Memang Suka Bicara Blak-Blakan",clickbait,1
"Saling Melengkapi, 4 Pasangan Zodiak Ini Jarang Bertengkar",clickbait,1
"Mudah Beradaptasi, Ini Dia 5 Zodiak yang Sangat Menikmati Gaya Hidup Nomaden",clickbait,1
"Santan hingga Daun Pandan, Ini Bahan Pelengkap Jajanan Tradisional",clickbait,1
Ini Alasan Buah Pisang Sangat Baik Dimakan Penderita Asam Urat,clickbait,1
Kemenkes: Vape Lebih Bahaya Dibanding Rokok Konvensional,non-clickbait,0
Ternyata Ini Cara Memasak Ikan yang Paling Baik dan Sehat,clickbait,1
"Legenda Musik Indonesia, Ini 5 Fakta Tentang Chrisye",clickbait,1
"Mengalami KDRT, Begini Fakta Tiga Setia Gara",clickbait,1
"Irish Bella Alami Pendarahan di Usia Kandungan 6 Bulan, Ini Penyebabnya",clickbait,1
"Hijabers, Sudah Tepatkah Cara Merawat Rambutmu? Cari Tahu Lewat Kuis Ini Yuk",clickbait,1
Alis Terasa Semakin Tipis? Cek Beberapa Penyebabnya,clickbait,1
Kekebalan Tubuh Ibu Selama Kehamilan Pengaruhi Kecerdasan Anak,non-clickbait,0
Ternyata Musik Seperti Ini yang Mampu Meningkatkan Motivasi dan Semangat,clickbait,1
"Sebelum Yoga, Sebaiknya Hindari Mengonsumsi 4 Makanan Ini",clickbait,1
"Tidak Lapar tapi Ingin Makan Terus, Kenali 4 Penyebabnya",clickbait,1
"Pandai Bersosialiasi, 3 Zodiak Ini Sangat Menikmati Hidup",clickbait,1
Ingin Tidur Lebih Cepat di Malam Hari? Pakai Piyama dari Bahan Ini,clickbait,1
"Selain Uang, Ini yang Bikin Orang Enggan Travelling Sendiri",clickbait,1
"Berat Badan Turun Cepat Jika Rajin Sarapan Ini, Menurut Studi",clickbait,1
"Luar Biasa, Ini Manfaat Air Cucian Beras Untuk Rambut",clickbait,1
"Menangislah, karena Ini Manfaat Menangis untuk Tubuh",clickbait,1
Jenis Musik Ini yang Membuat Orang Tidak Mudah Stres Saat Bekerja,clickbait,1
"Siap Kembali Usai Rehat, Ini Penampilan Baru Jungkook BTS",clickbait,1
"Dikabarkan Jalin Asmara dengan Jungkook BTS, Perempuan Ini Minta Maaf",clickbait,1
Alasan J.K Rowling Donasikan Uangnya Lebih dari 19 Juta Dolar,non-clickbait,0
Kenapa Raisa dan Zodiak Gemini Cocok Jadi Penyanyi? Intip Karakter Mereka,clickbait,1
"Disebut Lebih Seram dari Pengabdi Setan, Ini Sinopsis Film Perempuan Tanah Jahanam",clickbait,1
"Pilih Olahraga Zumba, Ini Alasan Putri Marino",clickbait,1
"Tayang Pada Oktober 2019, Ini 5 Fakta Menarik Perempuan Tanah Jahanam",clickbait,1
"Tak Perlu ke Dokter Kulit, Ini Trik Hilangkan Milia",clickbait,1
Punya Kulit Sensitif? Simak Tips Aplikasi Makeup yang Tepat Berikut Ini,clickbait,1
"Perawatan Kulit Seluruh Tubuh, Simak 3 Cara Cegah Kulit Kering",clickbait,1
Sudah Cukupkah Kandungan Protein Rambutmu?,clickbait,1
"3 Racikan Tepung Beras untuk Perawatan Kulit, Pernah Coba?",clickbait,1
Alasan Ibu Hamil Rentan Stres dan Cara Mengatasinya,clickbait,1
"Anak Tidak Mau Makan Nasi, Apakah Berbahaya?",clickbait,1
"3 Penanganan Kehamilan Risiko Tinggi, Agar Anak Terlahir Sehat",clickbait,1
Resep Sup Krim Asparagus,non-clickbait,0
Resep Cumi Bakar Bumbu Rujak Sederhana,non-clickbait,0
"Menu Hari Ini: Tumis Kubis, Bakwan Jagung Bayam dan Sup Ayam Jahe",non-clickbait,0
"Baik Hati, 5 Zodiak Ini Tidak Pernah Tega Menyakiti Orang Lain",clickbait,1
"Tanpa Gula, Cokelat Panas Bisa Turunkan Berat Badan",non-clickbait,0
"Bersabarlah, Ini 10 Tanda Pasangan Selingkuh di Belakangmu",clickbait,1
"Selain Harga Terjangkau, Ini Inovasi pada Smartphone yang Dibutuhkan Gen Z",clickbait,1
"Makan Makanan Berserat Bisa Cegah Kanker, Ini Alasannya",clickbait,1
8 Hal yang Diperhatikan Pria Darimu Saat Pertama Kali Bertemu,clickbait,1
"Kamu Bisa Mengandalkan Mereka, 6 Zodiak yang Selalu Memiliki Inisiatif",clickbait,1
"Umumkan Status Gender, Sam Smith Inginkan Sebutan Ini",clickbait,1
"Mesra Sekali, Lihat Aksi Darius Sinathrya Gendong Donna Agnesia",clickbait,1
Harry Styles Jadi Penghambat Reuni One Direction?,clickbait,1
Reaksi Tak Terduga Luna f(x) Usai Tinggalkan SM Entertainment,clickbait,1
"Bercerita Tentang Anak Konflik Palestina, Ini Sinopsis Film Hayya",clickbait,1
"Nicky Tirta yang Santai soal Jodoh, Lihat Karakternya Melalui Zodiak Taurus",clickbait,1
"FIMELA FEST 2019: 3 Faktor Seseorang Melakukan Beauty Bullying, Ini Kata Psikolog",clickbait,1
Salmafina Sunan Ungkap Sunan Kalijaga Sudah Bisa Terima Perpindahan Keyakinannya,non-clickbait,0
"Dipetisi Karena Bahas Oplas & Pajang Foto Jimin BTS, Ini Kata Satria Mulia",clickbait,1
"Nonton Wimbledon, Meghan Markle Tampil Kasual Kenakan Jeans, Sudah Kembali Langsing!",clickbait,1
"Sukses Jadi Artis, Begini Potret Rumah Mpok Alpa yang Sederhana di Perkampungan",clickbait,1
Shopee Liga 1 Kembali Bergulir Eksklusif Di Indosiar,non-clickbait,0
"Blak-Blakan, Gisella Anastasia Ungkap Penyebab Cerai dari Gading Marten",clickbait,1
"Sinopsis Drama LIFE Episode 16, Akhir Cerita yang Manis",clickbait,1
"Hadapi Kritik Terhadap Karyanya, Joko Anwar Mengaku Tak Mau Sakit Hati",non-clickbait,0
"Tak Ingin Banyak Dituntut, Dita Soedarjo Ingin Punya Pacar Bule?",clickbait,1
"Penggemar Alami Kecelakan, Taylor Swift Kirim Ucapan Manis",clickbait,1
"Sinopsis Sinetron 'ANAK LANGIT' Episode 1086 & 1087 Tayang Senin, 8 April 2019",non-clickbait,0
"Sinopsis Sinetron 'ANAK LANGIT' Episode 1088 Tayang Selasa, 9 April 2019",non-clickbait,0
"Sinopsis Sinetron 'CINTA SUCI' Episode 306 & 307 Tayang Selasa, 9 April 2019",non-clickbait,0
"Sinopsis Sinetron 'CINTA BUTA' Episode 76 Tayang Selasa, 9 April 2019",non-clickbait,0
"Sinopsis Sinetron 'ORANG KETIGA' Episode 631 Tayang Rabu, 10 April 2019",non-clickbait,0
"Sinopsis Sinetron 'ORANG KETIGA' Episode 630 Tayang Selasa, 9 April 2019",non-clickbait,0
"Sinopsis Sinetron 'ANAK LANGIT' Episode 1089 & 1090 Tayang Rabu, 10 April 2019",non-clickbait,0
"Berkarir di Australia, Artis 90-an Multitalenta Ini Siapkan Banyak Judul Film",clickbait,1
"Anak Domba, Panggilan Baru dari Ibu Buat Salmafina Sunan",non-clickbait,0
"Sinopsis '100 DAYS MY PRINCE' Episode 1, Lee Yool bertemu dengan Yoon Yi Seo",non-clickbait,0
"Sinopsis '100 DAYS MY PRINCE' Episode 4, Won Deuk Pingsan Usai Hong Sim Marah",non-clickbait,0
"Adaptasi dari Filipina, It's ShowTime Indonesia Hadirkan Raffi & Luna Maya",non-clickbait,0
Live Action 'DORA THE EXPLORER' Hadirkan Petualangan Ekstrim Dora di Kota yang Hilang,non-clickbait,0
"Sangat Suportif, Monita Tahalea Makin Jatuh Hati Dengan Suami",clickbait,1
"Lama Tiada Kabar, Bubu Mantan Kekasih Syahrini Kunjungi Aisyahrani dan Keluarga",non-clickbait,0
"Rilis Poster 'SI DOEL THE MOVIE 2', Rano Karno Akui Produksi di Indonesia Lebih Mahal",non-clickbait,0
"Makan Malam di Gunungkidul, Ini Menu Yang Dipesan Suju dan TVXQ",clickbait,1
Inilah Serial Pendek Netflix Yang Wajib Kalian Tonton,clickbait,1
"Rencana Melahirkan di Luar Negeri, Nikita Mirzani: Pengen Show Off Aja, Biar Sombong!",clickbait,1
"Raffi Ahmad Akui Senang Sibuk, Kini Fokus Pada Proyek Musik",non-clickbait,0
Inilah Hadiah Istimewa Penggemar di Hari Ulang Tahun Lisa Blackpink,clickbait,1
"Sinopsis '100 DAYS MY PRINCE' Episode 3, Hong Sim dan Suaminya Terjebak dalam Jerami",non-clickbait,0
"Sinopsis Drama STILL 17 Episode 15, Pengalaman Pertama Trip Berdua",non-clickbait,0
Kuasa Hukum Ahmad Dhani Siapkan Permohonan Penangguhan  Berisi Jaminan Dari Prabowo,non-clickbait,0
'LET ME LOVE YOU' Milik DJ Snake Sebenarnya Diciptakan Untuk CL 2NE1?,clickbait,1
Tayang Perdana 'WELCOME TO WAIKIKI 2' Cetak Rating Tinggi,non-clickbait,0
"Sinopsis Drama STILL 17 Episode 16, Yang Se Jong Bikin Shin Hye Sun Tersipu",non-clickbait,0
"Persaingan Perfilman Tanah Air di IBOMA 2019, Luna Maya & Vanesha Prescilla Bersaing",non-clickbait,0
"Bergabung Dengan Rans Music, Monita Tahalea Akui Senang",non-clickbait,0
"Liburan Bersama Suami, Cantiknya Priyanka Chopra Gunakan Bikini",clickbait,1
"Sinopsis Drama STILL 17 Episode 14, Kenangan Masa Lalu",non-clickbait,0
Reza Rahadian Sebut Film 'MY STUPID BOSS 2' Lebih Bagus Dari Yang Pertama,non-clickbait,0
"Sinopsis Drama STILL 17 Episode 23, Yang Se Jong & Shin Hye Sun Mulai Saling Terbuka",non-clickbait,0
"Pesawat Yang Ditumpangi Mendarat Darurat, Keanu Reeves Jadi Pahlawan",clickbait,1
"Sinopsis Drama STILL 17 Episode 24, First Kiss yang Manis",non-clickbait,0
"Sinopsis Sinetron 'CINTA SUCI' Episode 309 & 310 Tayang Kamis, 11 April 2019",non-clickbait,0
"Krisdayanti Terharu, Saat Didatangi Aurel dan Azriel Saat Ultah",non-clickbait,0
"Sinopsis Sinetron 'CINTA BUTA' Episode 79 Tayang Kamis, 11 April 2019",non-clickbait,0
Pernikahan Ajun Perwira Akan Pakai Adat Bali,non-clickbait,0
"Terlibat Dalam Sinetron PPT Jilid 12, Dubes Amerika Akui Kerja Keras",non-clickbait,0
"Sinopsis Sinetron 'ORANG KETIGA' Episode 632 Tayang Kamis, 11 April 2019",non-clickbait,0
Serunya Lee Sung Kyung Dan Ra Mi Ran Kejar-Kejaran di Trailer 'GIRLS COP',non-clickbait,0
